pose_id,pose,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,x_left_shoulder_left_wrist,y_left_shoulder_left_wrist,z_left_shoulder_left_wrist,x_right_shoulder_right_wrist,y_right_shoulder_right_wrist,z_right_shoulder_right_wrist,x_left_hip_left_ankle,y_left_hip_left_ankle,z_left_hip_left_ankle,x_right_hip_right_ankle,y_right_hip_right_ankle,z_right_hip_right_ankle,x_left_hip_left_wrist,y_left_hip_left_wrist,z_left_hip_left_wrist,x_right_hip_right_wrist,y_right_hip_right_wrist,z_right_hip_right_wrist,x_left_shoulder_left_ankle,y_left_shoulder_left_ankle,z_left_shoulder_left_ankle,x_right_shoulder_right_ankle,y_right_shoulder_right_ankle,z_right_shoulder_right_ankle,x_left_hip_right_wrist,y_left_hip_right_wrist,z_left_hip_right_wrist,x_right_hip_left_wrist,y_right_hip_left_wrist,z_right_hip_left_wrist,x_left_elbow_right_elbow,y_left_elbow_right_elbow,z_left_elbow_right_elbow,x_left_knee_right_knee,y_left_knee_right_knee,z_left_knee_right_knee,x_left_wrist_right_wrist,y_left_wrist_right_wrist,z_left_wrist_right_wrist,x_left_ankle_right_ankle,y_left_ankle_right_ankle,z_left_ankle_right_ankle,x_left_hip_avg_left_wrist_left_ankle,y_left_hip_avg_left_wrist_left_ankle,z_left_hip_avg_left_wrist_left_ankle,x_right_hip_avg_right_wrist_right_ankle,y_right_hip_avg_right_wrist_right_ankle,z_right_hip_avg_right_wrist_right_ankle,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index,left_shoulder_left_wrist,right_shoulder_right_wrist,left_hip_left_ankle,right_hip_right_ankle,left_hip_left_wrist,right_hip_right_wrist,left_shoulder_left_ankle,right_shoulder_right_ankle,left_hip_right_wrist,right_hip_left_wrist,left_elbow_right_elbow,left_knee_right_knee,left_wrist_right_wrist,left_ankle_right_ankle,left_hip_avg_left_wrist_left_ankle,right_hip_avg_right_wrist_right_ankle
196,jumping_jacks_up,157.70567,148.35234,30.781893,141.00679,130.00017,158.49129,161.5441,0.23117113,-34.11863,-21.90417,1.2921433,-34.175148,-16.540564,-0.9752128,54.16934,17.355448,1.5456562,50.765385,26.168173,1.3271301,-74.21484,-24.173056,-1.6321013,-74.05804,-21.634798,-2.0711718,94.26555,19.624332,4.469901,90.64828,31.262407,-8.164393,-73.55044,-15.713552,7.8594217,-74.72244,-30.094301,-16.550505,0.82001495,5.219266,-5.652292,-0.44818306,13.076872,-9.491524,0.6644058,8.459503,-4.011423,-2.8963509,14.733972,-0.17595863,10.022754,3.408804,0.043222666,11.646326,-2.266687,-0.9270441,-47.521755,-29.523567,-0.31166017,-49.879543,-25.595125,0.11816575,-49.980907,-25.59417,0.55414265,-50.091976,-25.596506,-1.5246964,-49.773087,-25.347683,-1.9544122,-49.783974,-25.34667,-2.3683774,-49.80379,-25.350496,1.1279124,-49.481014,-7.7066445,-3.064324,-49.293762,-6.2985435,-0.19931528,-45.315765,-23.126516,-1.6109086,-45.006435,-22.787493,4.362105,-40.35002,-5.2295094,-6.1903906,-39.629097,-2.1336112,7.7120543,-58.338665,-17.45813,-8.83845,-57.51865,-12.238864,4.593276,-74.46865,-27.133678,-4.8982472,-73.804245,-18.674175,3.7025635,-78.16375,-32.832687,-3.327534,-77.52431,-24.4028,2.7465985,-78.44881,-32.53408,-2.6261947,-77.73477,-23.801838,2.6440487,-76.894005,-27.923016,-2.851875,-76.17791,-19.438066,3.266146,-0.25380626,-2.9606233,-3.266146,0.25379404,2.9606233,2.6611443,25.98311,-8.122084,-2.9911475,25.534927,4.9547887,2.2909331,53.91553,14.394824,-1.7204897,51.01918,29.128796,1.8645436,56.85718,15.348953,-1.2595786,54.075127,30.274109,2.0261579,63.75905,-7.4328227,-1.3205508,61.26442,10.38115,40.54537,37.989483,56.890068,57.133934,78.0637,77.17072,96.30887,95.99181,75.6521,80.937515,17.373323,14.253204,12.731601,15.542531,10.588036,11.864933
197,jumping_jacks_up,154.31941,153.52838,39.639244,117.10422,116.97175,134.1657,143.67899,0.20736551,-31.59732,-22.9892,0.07249308,-33.228386,-17.972715,9.244473,45.66206,37.325886,-10.354608,45.365463,33.32388,2.064321,-71.546326,-37.234722,-2.5473742,-73.27574,-32.132477,7.387518,85.61107,51.571407,-7.7347403,85.41281,47.483643,-11.004084,-72.537506,-34.0962,10.52103,-72.28456,-35.271,-24.912842,0.46507645,-1.7853088,-18.910719,1.9082165,-2.5104911,-13.068404,-0.9911804,3.138523,-28.05579,0.44163132,-5.9657288,-5.654397,12.942134,-0.045581877,6.4509907,13.955138,-0.59570116,-0.37095457,-52.222477,-40.26759,0.26248956,-54.66923,-35.80105,0.7520449,-54.82894,-35.790836,1.2287449,-54.957867,-35.792767,-1.3722566,-54.074955,-36.068596,-1.9051204,-53.87743,-36.07691,-2.4552958,-53.67424,-36.07505,1.7874794,-53.818626,-17.053707,-3.0328162,-52.76415,-17.941973,0.5793601,-49.568157,-33.835842,-1.3134304,-48.840332,-34.15017,6.08531,-40.318123,-13.2636595,-6.848222,-39.678238,-15.141623,12.050705,-55.807323,-27.656078,-12.862136,-55.342247,-29.441387,6.2926755,-71.91544,-36.25286,-6.7757287,-72.906624,-33.114338,4.6530957,-76.0255,-41.860153,-4.6562614,-76.94851,-39.27906,3.4617856,-75.883224,-39.321205,-3.683961,-76.385086,-35.568237,3.5930932,-74.26052,-36.135403,-3.9191625,-74.68459,-32.58063,4.2283545,-0.36911485,0.98186105,-4.2283545,0.36911485,-0.98186105,10.875952,25.57364,0.6702547,-8.034767,27.481857,-1.8402364,13.472828,45.292946,38.307747,-14.582962,45.734577,32.34202,12.331169,49.266388,41.130333,-14.68993,48.168617,34.807217,15.443906,54.613487,22.528824,-16.277288,54.024063,16.140535,39.076042,37.77763,59.69678,57.233944,80.68186,80.05198,100.216965,98.02995,80.90321,81.11592,24.981058,19.171831,13.476497,28.686447,14.123495,15.385578
198,jumping_jacks_up,151.98627,150.92027,39.53121,126.41715,123.771324,142.6713,154.89406,3.3417811,-31.555626,-28.332785,-4.466098,-34.8342,-20.814949,10.235523,49.866207,30.460073,-11.342504,49.455585,29.960264,5.6921206,-71.79087,-42.556263,-6.5662327,-74.59856,-36.413803,7.885184,90.101456,44.68355,-9.242369,89.21994,45.559116,-15.471058,-74.50226,-35.94491,14.596946,-71.88717,-43.025158,-27.449226,1.2235336,1.6554413,-19.640362,2.3819275,2.1511369,-21.163177,-2.7113876,6.611355,-30.482853,-0.31432724,-0.030914307,-7.9638224,10.962333,6.0480947,8.954368,12.571486,3.2267692,0.24206373,-52.611763,-41.316856,0.68537295,-54.611694,-36.906467,1.1173438,-54.539986,-36.895252,1.50082,-54.44463,-36.90109,-0.8004238,-54.42846,-37.26539,-1.3953729,-54.18259,-37.273468,-1.9213505,-53.955555,-37.266304,2.1519852,-52.436592,-18.257322,-2.7741122,-52.104706,-19.314528,1.2539148,-49.39442,-34.867973,-0.6291004,-49.35012,-35.200184,6.802752,-40.2834,-14.457926,-6.5525475,-39.716213,-15.364406,12.98866,-55.148094,-29.81178,-14.4605665,-53.92456,-28.15634,10.144533,-71.83903,-42.79071,-11.018645,-74.550415,-36.179356,9.357431,-76.730385,-49.040268,-10.2471,-78.924194,-42.463696,8.426843,-77.84598,-47.59866,-9.199465,-78.94227,-39.43715,8.640708,-75.73587,-43.3853,-9.313824,-77.09756,-36.02098,4.4524126,-0.04815423,-0.23444729,-4.4524126,0.04814289,0.23444729,10.749426,26.40294,-1.5953978,-8.890936,28.784868,0.5557391,14.687936,49.818054,30.225626,-15.794916,49.503727,30.194712,14.056228,52.959473,32.335464,-15.815236,51.97751,32.04064,15.662575,60.203003,11.179691,-17.51399,59.1166,12.441126,42.540234,40.824375,59.32302,58.92474,83.65025,83.2708,100.881454,100.60443,84.15448,85.04117,27.526306,19.900873,22.337004,30.48449,14.838284,15.768164
199,jumping_jacks_up,152.27864,149.3598,42.57401,122.18852,115.44538,137.30608,146.62875,2.156445,-30.354828,-27.673737,-3.6275415,-32.54646,-17.555511,10.46991,46.990986,31.328728,-10.55402,46.11351,35.90345,4.3067284,-69.99944,-43.318157,-6.0075345,-72.901505,-33.627663,8.319626,86.635605,46.973145,-8.1740265,86.46855,51.9756,-14.815295,-72.66277,-32.528816,13.114489,-70.238174,-44.417004,-27.737976,-0.07732773,4.4344425,-20.103497,2.1663551,5.715401,-19.122025,-2.66333,10.789341,-29.83169,-0.63874817,5.6735706,-7.388319,11.50423,5.9947143,8.280777,13.393997,-1.137892,0.22074848,-52.056885,-42.644497,0.831413,-54.199486,-38.201435,1.3326626,-54.20931,-38.1877,1.7489221,-54.190044,-38.190765,-0.71470684,-53.81025,-38.45151,-1.3433964,-53.582848,-38.45986,-1.8530773,-53.37502,-38.45387,2.1730037,-52.44792,-19.588913,-2.758916,-51.97451,-20.282639,1.1162709,-49.235344,-36.25414,-0.7495042,-48.918945,-36.511356,6.554169,-39.763977,-16.193844,-6.783868,-40.235676,-15.522729,13.336389,-53.693302,-32.137077,-14.401587,-53.77063,-27.702635,8.710614,-70.118805,-43.86758,-10.411409,-72.782135,-33.07824,7.346304,-74.61413,-49.883163,-9.164279,-76.809,-39.466213,6.193328,-75.24268,-47.73628,-7.6866703,-76.269806,-35.935455,6.2560825,-73.52389,-44.02278,-7.7708364,-74.54621,-32.697536,4.403886,-0.119358584,-0.5494248,-4.403875,0.11936987,0.5494248,11.244312,25.817978,-3.5292718,-8.859183,27.984333,2.1861293,14.8737955,46.871628,30.779303,-14.957894,46.23288,36.452873,13.984164,50.509315,33.214306,-14.737495,48.68433,38.844837,16.503912,56.15577,13.013978,-17.118618,54.984116,20.951227,41.132732,37.156788,57.439194,59.38772,82.43138,80.50801,98.90107,101.218025,80.97836,84.1324,28.090311,21.012127,22.11685,30.373133,14.928869,15.788136
200,jumping_jacks_up,154.84062,153.1911,37.582542,130.6086,128.65111,138.85431,149.25316,2.5408506,-30.740318,-27.234598,-3.2798533,-33.104107,-18.31435,10.703127,49.24486,31.006556,-9.679264,49.39245,32.3517,5.28817,-70.40802,-44.81574,-5.2253585,-73.43238,-36.63261,7.9558077,88.91257,48.587696,-7.7337584,89.72072,50.66996,-13.8663645,-73.46533,-36.278896,13.929176,-70.37507,-45.169453,-27.585865,-0.88700867,2.7622871,-18.682049,1.9717102,2.2690673,-19.154533,-3.057312,8.536842,-29.023396,0.11463165,1.6988583,-7.9956484,10.58158,6.904591,7.452311,12.019967,2.1404557,0.26482913,-51.767586,-46.31174,0.8033903,-53.82912,-42.112522,1.2781013,-53.80581,-42.098877,1.6650038,-53.76732,-42.1018,-0.6450316,-53.54808,-42.117405,-1.2026886,-53.3647,-42.126625,-1.7254412,-53.151043,-42.12189,2.2892845,-51.888985,-23.428696,-2.5153172,-51.582306,-23.09051,1.3129256,-48.993595,-39.813526,-0.54863983,-48.68516,-39.768417,7.0678167,-39.651222,-17.757998,-6.2660136,-40.344746,-18.141403,13.6106205,-53.727776,-33.018024,-13.975244,-54.614784,-30.255737,9.608667,-70.39154,-44.992596,-9.545867,-73.44885,-36.455753,8.257539,-74.966515,-51.00045,-8.234232,-78.414795,-42.757698,7.089504,-75.57418,-48.981018,-6.841967,-78.01136,-39.334793,7.4068375,-73.47777,-45.21162,-6.938073,-75.77837,-36.041267,4.3204975,0.01648191,-0.17685759,-4.3205085,-0.016470496,0.17685759,10.510733,26.692703,0.5211192,-8.171317,28.664413,2.7901864,15.023624,49.261345,30.829699,-13.999772,49.375977,32.528557,14.21898,52.441406,32.83287,-14.269726,52.193844,34.44622,16.073034,58.1935,11.651311,-14.957891,58.327812,14.914161,41.14786,37.974396,59.169415,59.832554,83.62837,82.228745,101.63417,103.32987,83.09988,84.775894,27.738007,18.922348,21.192474,29.0733,14.952378,14.30378
201,jumping_jacks_up,147.32195,153.84537,40.38491,129.39874,121.87428,149.08609,151.75038,8.539627,-33.08946,-20.766258,-9.23365,-30.933132,-22.554417,11.197015,53.25142,27.83112,-11.5557,53.725494,25.560875,10.767596,-73.10135,-33.418236,-11.701587,-70.920876,-35.277164,8.969046,93.26331,40.4831,-9.087765,93.71324,38.28362,-20.228676,-70.78861,-33.936054,19.294685,-73.23361,-34.759346,-29.941929,3.6814575,1.6452866,-21.024794,0.9382763,3.1015344,-30.996273,2.3127365,-0.51781845,-31.279804,0.6063347,-0.9291382,-10.982306,9.924965,2.7935584,11.628644,8.5976925,4.8581448,-0.69694984,-52.730145,-43.28451,0.024720045,-54.86643,-39.24839,0.6311783,-54.82294,-39.24183,1.1327335,-54.765373,-39.253254,-1.6287001,-54.699646,-39.176456,-2.1991699,-54.584854,-39.184677,-2.747445,-54.4021,-39.17513,1.8237518,-53.19419,-20.638536,-3.5251722,-52.856976,-19.883942,0.46139514,-49.957047,-36.709595,-1.6049286,-49.62122,-36.53081,6.4915204,-40.07803,-13.322534,-6.7314754,-39.92162,-12.052192,14.902873,-54.45347,-20.75178,-15.039057,-50.77201,-19.106493,15.031147,-73.16749,-34.08879,-15.965126,-70.85475,-34.60661,15.277982,-78.43644,-39.857338,-15.984053,-75.744156,-41.6661,13.980928,-79.228676,-40.48262,-14.941994,-76.59348,-40.932037,13.710676,-77.38512,-35.501938,-14.795798,-74.7856,-35.569164,4.2635508,-0.06613726,-0.670554,-4.2635393,0.06612583,0.670554,11.388719,28.32069,-4.158137,-9.636075,29.258966,-1.0566024,15.460566,53.185284,27.160566,-15.81924,53.79162,26.231428,14.869684,56.89021,29.099297,-15.72444,57.466896,27.749935,16.468739,63.350964,6.0843716,-17.067951,63.311203,6.106306,39.988434,39.38046,61.12003,60.60793,81.09579,80.06982,102.06552,101.63855,81.06715,83.32862,30.212236,21.273031,31.086746,31.299473,15.063862,15.256056
202,jumping_jacks_up,157.25891,160.14969,39.559563,131.5296,127.08192,153.71928,156.23811,4.898488,-33.356956,-22.73579,-6.582185,-34.56574,-19.739674,10.809695,52.197636,27.292423,-10.500867,51.868526,27.31171,7.4064837,-73.718346,-40.781597,-8.645008,-74.20311,-37.039307,8.3017,92.55902,45.338226,-8.438044,91.505905,44.611343,-17.424314,-74.808205,-33.748634,16.185791,-73.11325,-44.07227,-27.231419,1.7771034,7.490778,-19.40975,1.1902905,5.5002875,-24.8308,-1.089859,7.032963,-30.089869,-0.9342003,3.3099632,-9.108089,10.760355,6.744587,9.572938,11.167294,4.863798,-0.18119471,-51.571774,-45.6455,0.45286673,-53.97306,-42.153023,1.0330921,-53.989513,-42.14316,1.5899038,-53.95794,-42.15502,-1.14113,-53.56812,-41.755707,-1.731519,-53.368748,-41.763046,-2.2992373,-53.154385,-41.753788,2.390195,-52.177246,-25.10405,-2.912537,-51.291096,-22.778622,0.98800224,-48.802673,-39.47881,-1.094085,-48.621044,-38.84076,6.897643,-40.058838,-19.691143,-6.452482,-39.939915,-15.654297,13.467412,-55.555542,-31.261686,-13.764008,-53.77844,-23.770908,11.796131,-73.415794,-42.426933,-13.034667,-74.50565,-35.39397,11.524848,-78.62212,-48.39399,-12.483869,-79.20191,-41.768135,10.579592,-80.137024,-47.98217,-11.361511,-79.326195,-40.053627,10.488086,-77.81444,-43.405457,-11.418799,-77.583984,-35.910496,4.3896475,0.3025514,-1.6453372,-4.389659,-0.30253994,1.6453372,10.610117,27.471777,-3.5620708,-8.799633,28.662067,1.9382166,15.199343,52.500187,25.647085,-14.890526,51.565987,28.957048,14.408621,55.999672,27.429026,-14.541136,54.34014,30.496777,16.35115,62.207592,5.3524823,-16.359932,61.49485,10.686461,40.664455,40.345634,59.885887,59.55285,84.5718,83.38314,103.40041,102.1504,83.89782,86.89012,28.298763,20.209116,25.830582,30.285786,15.627923,15.49213
203,jumping_jacks_up,35.137344,37.875587,54.434174,98.583664,97.643654,103.150276,90.820206,1.4290485,27.113253,0.16355896,-1.1505995,26.107931,1.2925997,10.701472,44.58489,30.39352,-10.025548,44.531075,32.707508,4.3631277,-12.966386,-12.430674,-5.755109,-13.79499,-11.563195,7.767393,84.66453,42.987755,-5.4210386,84.43399,45.5633,-15.191018,-13.191243,-15.3729925,13.799037,-13.570132,-8.620876,-31.191572,1.1326866,-6.8269095,-25.712893,2.3229752,-2.9056673,-19.554146,-0.22485733,-2.942319,-30.16293,0.5499306,-1.4958115,-7.5323,-15.809252,-8.981423,7.8903284,-15.368042,-10.572156,-0.63126236,-53.68524,-46.949123,-0.045503512,-56.48216,-43.85358,0.5176354,-56.5416,-43.85126,0.9660176,-56.59427,-43.852596,-1.7824574,-56.405937,-44.424976,-2.3869824,-56.419964,-44.43675,-3.0243077,-56.4456,-44.433983,1.5739444,-55.457275,-24.376461,-3.9081428,-55.181576,-27.219671,0.57328147,-50.653603,-39.533463,-1.5992256,-50.647987,-40.376198,7.652034,-40.38151,-10.689334,-9.322464,-39.601048,-14.760694,14.983824,-28.349417,0.92511505,-16.207748,-27.21673,-5.9017944,9.081082,-13.268259,-10.525775,-10.473063,-13.493116,-13.468094,7.5301976,-8.493278,-15.492826,-8.632405,-8.328354,-17.974596,6.3026824,-9.924423,-18.31731,-7.494648,-10.443112,-20.567808,6.4758964,-11.538461,-11.712899,-7.869246,-12.150242,-14.466734,4.7179546,-0.30187342,1.9048986,-4.7179546,0.30187342,-1.9048986,13.921865,22.53944,-7.074274,-11.791027,24.862415,-9.979941,15.419427,44.283016,32.29842,-14.743503,44.832947,30.802608,13.827269,48.299347,35.312115,-14.409174,47.836807,33.903374,20.39249,52.22283,16.871088,-16.677896,54.017567,13.281848,27.151379,26.16522,55.01,56.15434,18.484743,18.897896,95.26994,96.09631,25.32005,21.186821,31.950022,25.980608,19.77555,30.205002,19.680801,20.253506
204,jumping_jacks_up,36.80635,37.07714,52.13418,92.85527,66.686165,110.36235,93.87634,2.0949702,26.656425,-9.67756,-1.2581892,25.954567,-10.646316,10.558021,42.358574,10.215823,-9.010447,42.755684,35.177345,4.4274626,-13.313005,-17.823141,-5.614072,-14.050404,-19.524101,8.225529,82.328,18.361404,-4.654564,82.76065,44.05513,-14.476156,-13.2299595,-24.559101,13.289547,-14.13345,-12.78814,-29.571503,1.4103851,-10.459349,-25.360857,3.2524338,14.247123,-18.903618,0.08304596,-6.73596,-28.430552,1.2175522,19.92652,-7.4927416,-14.522784,3.8036592,7.3122597,-14.352639,-7.826622,-0.62854856,-53.249897,-43.07916,-0.050737336,-55.827217,-39.37005,0.4666214,-55.868835,-39.37119,0.9460775,-55.906616,-39.375908,-1.7451506,-55.74466,-40.01476,-2.3476734,-55.733852,-40.02253,-2.924883,-55.677444,-40.017868,1.3893752,-54.961384,-18.642746,-3.7512467,-54.455883,-21.692913,0.4323789,-50.277454,-35.332317,-1.6726985,-50.278725,-36.222115,6.7635407,-40.379654,-5.6280813,-8.786919,-39.59475,-11.395286,13.720587,-29.325401,1.3124954,-15.850917,-27.915016,-9.146853,8.858511,-13.7232275,-15.305641,-10.045108,-13.640182,-22.041601,7.4867234,-8.803223,-21.561016,-8.22271,-8.184407,-27.607971,6.3017344,-10.242383,-24.484272,-7.158927,-10.310273,-29.728758,6.420072,-11.767403,-16.756832,-7.459598,-12.018915,-22.973438,4.4310484,-0.410222,2.5175006,-4.431036,0.410222,-2.5175006,14.159316,20.736195,-25.89086,-11.201541,23.988628,-11.643737,14.989069,41.948353,12.733324,-13.441483,43.165905,32.659843,13.260831,46.04328,15.7464485,-12.857217,46.114563,36.136734,19.844305,50.21283,-2.6453779,-14.3777895,51.48824,17.130266,28.436052,28.081429,44.833958,56.095295,22.682657,24.700651,84.75081,93.87143,31.428337,23.235811,31.398422,29.269983,20.068054,34.739674,16.778566,17.908752
205,jumping_jacks_up,37.220913,34.274117,58.97202,108.88066,71.604324,109.90901,90.84551,1.6293612,27.279144,-8.998596,-1.4751635,25.460749,-10.881872,11.245634,43.23939,8.661364,-9.677155,42.846294,43.746777,4.5628223,-12.920327,-19.311062,-5.673892,-14.329766,-23.582447,8.312173,83.43886,18.97383,-5.478426,82.63681,56.44735,-14.51295,-13.560756,-30.160896,13.40188,-13.689338,-12.732612,-29.990993,0.73018646,-15.215307,-24.375145,3.7631054,18.526718,-19.075771,-0.64042854,-10.849834,-29.761847,0.37591553,28.506962,-7.904228,-15.159532,5.324849,7.6755238,-14.258265,-10.082165,-0.113647714,-53.8217,-46.34093,0.5516084,-56.401115,-42.587696,1.0643802,-56.380318,-42.58983,1.4110723,-56.359314,-42.59534,-1.1038213,-56.396866,-43.515938,-1.7251827,-56.375523,-43.52652,-2.2851555,-56.32111,-43.526043,1.9150602,-55.288094,-21.327398,-3.1987414,-55.059128,-25.717392,0.8489405,-50.833786,-38.374832,-1.1358479,-50.87061,-39.660088,7.35299,-40.583977,-7.0232406,-8.6182575,-39.40601,-15.9897995,14.177171,-28.183598,1.2693429,-15.813823,-27.453411,-13.945964,8.982351,-13.304832,-16.021837,-10.093421,-13.945261,-26.871672,7.4826264,-8.130062,-22.205818,-8.211873,-8.648841,-32.68546,6.327878,-9.550251,-25.56487,-7.114338,-10.567559,-34.885166,6.4614253,-11.116609,-17.71408,-7.3831654,-12.180309,-27.855646,4.419529,-0.38450482,3.2892253,-4.419529,0.38450482,-3.2892253,13.993139,20.685648,-23.521336,-10.382007,24.448753,-4.9946184,15.665163,42.854885,11.950589,-14.0966835,43.2308,40.45755,13.952465,47.010094,14.644233,-13.6907,45.72576,43.983242,20.918644,51.362713,-4.877718,-15.991264,52.032654,23.9253,28.771189,27.727982,45.50965,61.993813,23.6785,28.172098,85.97175,100.22554,36.1137,23.002777,33.637753,30.847172,21.954819,41.21354,17.906485,19.075163
206,jumping_jacks_up,27.862534,31.666803,41.117165,127.60276,126.88813,104.060486,87.55837,2.7975483,26.475145,-14.42881,-0.2847643,27.085657,-8.155977,10.475695,51.58632,28.229141,-9.375431,49.526234,34.326538,4.8885655,-13.539469,-27.179096,-5.133281,-12.852188,-23.315325,8.384677,91.60094,40.979427,-4.5269146,89.46408,49.485886,-13.948383,-12.248991,-30.610285,13.703669,-14.142666,-19.884136,-28.52666,3.3751488,-12.006367,-19.34248,-0.14058685,-4.7263474,-18.836948,1.2904778,-3.4311886,-28.66623,-1.4568901,-1.1975632,-7.6821303,-19.023426,-0.52502275,7.254356,-18.337023,-5.5056067,-1.0749689,-52.113213,-52.08293,-0.4649803,-54.780823,-48.996334,0.028941285,-54.82055,-48.999073,0.4142093,-54.850704,-49.00383,-2.100338,-54.71504,-49.81242,-2.7396784,-54.758667,-49.820827,-3.3391385,-54.790062,-49.818047,0.8434266,-53.85795,-27.20722,-4.406839,-53.53747,-31.076733,-0.19319545,-49.3152,-43.58074,-2.1876328,-49.224125,-44.708145,6.4985685,-40.316216,-9.102806,-9.256068,-39.63625,-18.806828,13.207175,-28.414185,-1.5879989,-15.319485,-25.039036,-13.594365,9.296117,-13.84107,-23.531616,-9.5408325,-12.550592,-26.962805,7.7972674,-8.963528,-30.318165,-7.807615,-7.8410416,-33.056454,6.6853642,-10.885111,-34.220966,-6.562886,-9.91958,-35.824123,6.884911,-12.470132,-25.59363,-6.7433314,-11.349179,-28.117805,4.4075513,-0.3016015,3.6474798,-4.4075513,0.30159548,-3.6474798,9.907458,26.611721,2.068709,-9.435022,26.471134,-2.6576385,14.883245,51.284718,31.876621,-13.782983,49.827827,30.679058,13.901862,54.900593,33.78362,-13.438524,53.062473,32.952206,19.9248,60.16778,13.966219,-15.743293,59.25096,11.401805,30.281185,28.288406,59.73084,60.984077,30.755789,27.113348,100.699295,102.33849,35.79923,27.985434,31.133821,19.912048,19.190336,28.728199,20.522707,20.473978
207,jumping_jacks_up,149.25404,151.19954,28.96564,166.2928,139.82924,100.55082,86.970314,-4.5019217,-24.900696,10.166733,-0.50185394,-24.59869,16.440466,0.4535451,59.673607,10.401718,0.72454166,60.10726,4.657372,-4.376746,-65.631645,15.224354,-4.3286786,-63.78205,12.786379,0.3283701,100.40456,5.3440976,4.5513663,99.29062,8.31146,-14.373035,-62.81063,21.9024,5.66761,-66.603065,6.108332,-28.366306,10.217304,3.1297412,-9.4062,0.3014927,13.574145,-9.996288,2.8210144,6.678046,-9.773359,1.4050751,3.3716755,1.9616008,2.9790173,-12.813036,1.8020682,1.8373966,-8.721876,-2.9494731,-51.940292,-24.506107,-2.2736702,-53.993374,-20.714537,-1.761071,-53.947712,-20.70618,-1.2671349,-53.8472,-20.70368,-3.8637717,-53.53756,-21.043787,-4.4071155,-53.23329,-21.023384,-4.903845,-52.91698,-21.036272,-0.36784852,-52.369797,-3.8112373,-5.037385,-51.423443,-4.1651926,-1.4971173,-49.098156,-18.900282,-3.3698664,-48.63042,-19.10606,5.147355,-41.21666,0.4996096,-8.849001,-38.69765,0.9039226,11.878523,-59.27833,-4.138263,-16.487783,-49.061028,-1.008522,0.64543366,-66.117355,10.666343,-9.350855,-63.29634,17.344389,-2.5977285,-67.7616,10.066216,-7.5282955,-67.51147,15.750739,-3.0549278,-66.91994,14.975771,-7.1327367,-66.18299,20.56389,-2.4368877,-65.68605,12.10623,-7.4250407,-64.48685,18.335829,5.02218,-0.48571202,-4.5580106,-5.0221763,0.48571202,4.5580106,4.9611077,31.559675,-10.209167,-4.445092,31.861168,3.364979,5.475725,59.187897,5.843707,-4.2976346,60.59297,9.215383,6.3390007,63.03612,5.9787717,-4.4215074,64.618645,9.173383,4.4192276,68.07711,-16.972849,-3.0498824,70.286575,-15.258362,27.270395,29.591154,60.575085,60.291782,67.51629,65.19493,100.54721,99.741776,68.05494,67.122284,30.312307,16.517412,12.348288,10.433647,13.300238,9.093657
